andrei;1;2021-01-01T15:30:00.000
andrei;3;2021-01-02T15:30:00.000
ion;2;2021-01-03T15:30:00.000
ion;4;2021-01-03T15:30:00.000
alex;5;2021-01-07T15:30:00.000
alex;6;2021-01-08T15:30:00.000
andrei;1;2021-02-01T12:42:38.591
andrei;1;2021-02-01T12:42:39.113
andrei;1;2021-02-01T12:42:39.573
andrei;1;2021-02-01T12:42:39.704
andrei;1;2021-02-01T12:42:39.842
andrei;1;2021-02-01T12:42:39.956
andrei;1;2021-02-01T12:42:40.077
andrei;1;2021-02-01T12:42:40.199
andrei;1;2021-02-01T12:42:40.314
andrei;1;2021-02-01T12:42:40.438
andrei;1;2021-02-01T12:42:40.566
andrei;1;2021-02-01T12:42:40.673
andrei;1;2021-02-01T12:42:40.780
andrei;1;2021-02-01T12:42:40.913
andrei;1;2021-02-01T12:42:41.018
andrei;1;2021-02-01T12:42:41.136
andrei;1;2021-02-01T12:42:41.256
andrei;1;2021-02-01T12:42:41.374
andrei;1;2021-02-01T12:42:41.494
andrei;1;2021-02-01T12:42:41.610
andrei;1;2021-02-01T12:42:41.722
andrei;1;2021-02-01T12:42:41.955
andrei;1;2021-02-01T12:42:42.294
andrei;1;2021-02-01T12:42:42.423
andrei;1;2021-02-01T12:42:42.520
andrei;1;2021-02-01T12:42:42.657
andrei;1;2021-02-01T12:42:42.933
andrei;1;2021-02-01T12:42:43.074
andrei;1;2021-02-01T12:42:43.205
andrei;1;2021-02-01T12:42:43.327
andrei;1;2021-02-01T12:42:43.450
andrei;1;2021-02-01T12:42:43.574
andrei;1;2021-02-01T12:42:43.693
andrei;1;2021-02-01T12:42:43.824
andrei;1;2021-02-01T12:42:43.949
andrei;1;2021-02-01T12:42:44.075
andrei;1;2021-02-01T12:42:44.195
andrei;1;2021-02-01T12:42:44.316
andrei;1;2021-02-01T12:42:44.443
andrei;1;2021-02-01T12:42:44.553
andrei;1;2021-02-01T12:42:44.665
andrei;1;2021-02-01T12:42:44.780
andrei;1;2021-02-01T12:42:44.908
andrei;1;2021-02-01T12:42:45.036
andrei;1;2021-02-01T12:42:45.160
andrei;1;2021-02-01T12:42:45.297
andrei;1;2021-02-01T12:42:45.426
andrei;1;2021-02-01T12:42:45.578
andrei;1;2021-02-01T12:42:45.724
andrei;1;2021-02-01T12:42:45.864
andrei;1;2021-02-01T12:42:46.059
andrei;1;2021-02-01T12:42:46.201
andrei;1;2021-02-01T12:42:46.394
andrei;1;2021-02-01T12:42:46.559
andrei;1;2021-02-01T12:42:46.708
andrei;1;2021-02-01T12:42:46.892
andrei;1;2021-02-01T12:42:47.048
andrei;1;2021-02-01T12:42:47.236
andrei;1;2021-02-01T12:42:47.530
andrei;1;2021-02-01T12:42:47.690
andrei;1;2021-02-01T12:42:47.892
andrei;1;2021-02-01T12:42:48.050
andrei;1;2021-02-01T12:42:48.216
andrei;1;2021-02-01T12:42:48.367
andrei;1;2021-02-01T12:42:48.534
andrei;1;2021-02-01T12:42:48.685
andrei;1;2021-02-01T12:42:48.840
andrei;1;2021-02-01T12:42:49.002
andrei;1;2021-02-01T12:42:49.155
andrei;1;2021-02-01T12:42:49.342
andrei;1;2021-02-01T12:42:49.513
andrei;1;2021-02-01T12:42:49.666
andrei;1;2021-02-01T12:42:49.824
andrei;1;2021-02-01T12:42:49.984
andrei;1;2021-02-01T12:42:50.150
andrei;1;2021-02-01T12:42:50.326
andrei;1;2021-02-01T12:42:50.505
andrei;1;2021-02-01T12:42:50.683
andrei;1;2021-02-01T12:42:50.838
andrei;1;2021-02-01T12:42:51
andrei;1;2021-02-01T12:42:51.173
andrei;1;2021-02-01T12:42:51.345
andrei;1;2021-02-01T12:42:51.510
andrei;1;2021-02-01T12:42:51.678
andrei;1;2021-02-01T12:42:51.853
andrei;1;2021-02-01T12:42:52.019
andrei;1;2021-02-01T12:42:52.188
andrei;1;2021-02-01T12:42:52.355
andrei;1;2021-02-01T12:42:52.528
andrei;1;2021-02-01T12:42:52.687
andrei;1;2021-02-01T12:42:52.846
andrei;1;2021-02-01T12:42:53.014
andrei;1;2021-02-01T12:42:53.182
andrei;1;2021-02-01T12:42:53.357
andrei;1;2021-02-01T12:42:53.538
andrei;1;2021-02-01T12:42:53.702
andrei;1;2021-02-01T12:42:54.056
andrei;1;2021-02-01T12:42:54.274
andrei;1;2021-02-01T12:42:54.554
andrei;2;2021-02-01T12:52:40.900
ion;2;2021-02-01T14:39:21.163
ion;2;2021-02-01T14:40:05.184
andrei;2;2021-02-01T14:40:07.357
andrei;13;2021-02-01T14:40:15.555
andrei;13;2021-02-01T14:40:55.743
andrei;13;2021-02-01T14:41:00.500
andrei;14;2021-02-01T14:41:05.936
ion;15;2021-02-01T14:41:12.148
